date,cloud_amount,frost_days,profile_soil_moisture,root_soil_wetness,surface_soil_wetness,corrected_precipitation,surface_pressure,specific_humidity,relative_humidity,average_temperature,frost_point,max_temperature,min_temperature,wind_speed,point,latitude,longitude,country_iso3_id
2024-04,23.46,0.0,0.18,0.18,0.08,0.02,101.11,9.54,61.86,22.62,12.92,39.47,15.82,5.69,point_1,21.25,-17.0,ESH
2024-05,16.06,0.0,0.18,0.18,0.09,0.02,101.14,10.23,66.99,22.02,14.19,35.85,15.88,6.21,point_1,21.25,-17.0,ESH
2024-06,15.85,0.0,0.18,0.18,0.09,0.0,101.18,11.16,68.68,22.74,15.73,32.97,17.72,7.04,point_1,21.25,-17.0,ESH
2024-07,,0.0,0.18,0.18,0.09,0.0,100.98,12.62,70.32,24.21,17.67,39.07,18.68,5.37,point_1,21.25,-17.0,ESH
2024-08,,0.0,0.18,0.18,0.1,0.04,100.85,13.75,68.2,26.23,18.95,42.0,20.42,4.78,point_1,21.25,-17.0,ESH
2024-09,,0.0,0.18,0.18,0.1,0.02,101.04,12.88,65.8,25.87,18.0,39.3,18.91,5.08,point_1,21.25,-17.0,ESH
2024-10,,0.0,0.18,0.18,0.1,0.02,101.25,11.51,63.86,24.59,16.02,36.23,17.34,5.01,point_1,21.25,-17.0,ESH
2024-11,,0.0,0.18,0.18,0.09,0.05,101.32,8.86,55.52,23.06,11.31,35.34,16.82,3.55,point_1,21.25,-17.0,ESH
2024-12,,0.0,0.18,0.18,0.09,0.02,101.65,6.5,46.86,20.43,6.91,30.89,13.29,4.47,point_1,21.25,-17.0,ESH
2024-13,,0.0,0.18,0.18,0.09,0.03,101.24,9.96,60.41,22.9,13.12,42.0,13.29,5.12,point_1,21.25,-17.0,ESH
2025-01,,0.0,0.18,0.18,0.09,0.02,101.7,6.27,50.57,18.42,6.1,30.66,8.85,4.81,point_1,21.25,-17.0,ESH
2025-02,,0.0,0.18,0.18,0.08,0.01,101.54,6.75,52.35,19.41,7.38,29.83,11.27,5.49,point_1,21.25,-17.0,ESH
2025-03,,,,,,,,,,,,,,,point_1,21.25,-17.0,ESH
2025-04,,,,,,,,,,,,,,,point_1,21.25,-17.0,ESH
2025-05,,,,,,,,,,,,,,,point_1,21.25,-17.0,ESH
2025-06,,,,,,,,,,,,,,,point_1,21.25,-17.0,ESH
2025-07,,,,,,,,,,,,,,,point_1,21.25,-17.0,ESH
2025-08,,,,,,,,,,,,,,,point_1,21.25,-17.0,ESH
2025-09,,,,,,,,,,,,,,,point_1,21.25,-17.0,ESH
2025-10,,,,,,,,,,,,,,,point_1,21.25,-17.0,ESH
2025-11,,,,,,,,,,,,,,,point_1,21.25,-17.0,ESH
2025-12,,,,,,,,,,,,,,,point_1,21.25,-17.0,ESH
2025-13,,,,,,,,,,,,,,,point_1,21.25,-17.0,ESH
1981-01,,0.0,0.3,0.3,0.24,0.12,101.79,6.66,53.32,18.16,7.57,28.78,12.79,4.1,point_2,21.875,-17.0,ESH
1981-02,,0.0,0.3,0.29,0.2,0.11,101.52,8.19,68.15,17.54,10.58,29.14,12.75,4.94,point_2,21.875,-17.0,ESH
1981-03,,0.0,0.29,0.29,0.14,0.01,101.44,9.56,68.47,20.28,12.99,31.73,14.73,5.4,point_2,21.875,-17.0,ESH
1981-04,,0.0,0.29,0.29,0.14,0.04,101.4,9.89,75.53,18.73,13.89,24.04,15.14,6.78,point_2,21.875,-17.0,ESH
1981-05,,0.0,0.29,0.29,0.15,0.02,101.37,10.79,78.12,19.6,15.24,26.06,15.86,6.86,point_2,21.875,-17.0,ESH
1981-06,,0.0,0.29,0.29,0.17,0.02,101.35,12.36,80.65,21.2,17.41,26.76,17.77,6.66,point_2,21.875,-17.0,ESH
1981-07,,0.0,0.29,0.29,0.16,0.02,101.13,13.2,81.72,21.97,18.45,31.17,18.51,6.55,point_2,21.875,-17.0,ESH
1981-08,,0.0,0.29,0.29,0.19,0.07,101.15,13.57,79.26,22.99,18.84,31.55,18.85,5.73,point_2,21.875,-17.0,ESH
1981-09,,0.0,0.3,0.3,0.26,0.54,101.27,13.41,77.35,23.25,18.65,33.44,18.85,6.08,point_2,21.875,-17.0,ESH
1981-10,,0.0,0.3,0.3,0.24,0.05,101.35,13.29,83.78,21.69,18.58,27.68,18.26,5.43,point_2,21.875,-17.0,ESH
1981-11,,0.0,0.3,0.3,0.24,0.24,101.4,10.3,66.33,21.59,13.89,29.98,15.65,3.77,point_2,21.875,-17.0,ESH
1981-12,,0.0,0.3,0.29,0.18,0.04,101.61,9.46,70.69,19.27,12.92,28.69,14.19,4.78,point_2,21.875,-17.0,ESH
1981-13,,0.0,0.29,0.29,0.19,0.11,101.4,10.89,73.61,20.52,14.92,33.44,12.75,5.59,point_2,21.875,-17.0,ESH
1982-01,,0.0,0.3,0.29,0.2,0.12,101.67,7.64,59.02,18.89,9.35,28.24,12.68,4.3,point_2,21.875,-17.0,ESH
1982-02,,0.0,0.3,0.29,0.16,0.02,101.54,9.44,74.78,18.18,12.99,25.57,12.93,5.36,point_2,21.875,-17.0,ESH
1982-03,,0.0,0.29,0.29,0.14,0.04,101.32,8.73,64.69,19.64,11.47,31.86,14.64,5.07,point_2,21.875,-17.0,ESH
1982-04,,0.0,0.29,0.29,0.14,0.01,101.33,10.31,75.13,19.48,14.53,26.06,14.95,5.2,point_2,21.875,-17.0,ESH
1982-05,,0.0,0.31,0.31,0.26,0.79,101.35,11.27,80.15,19.74,15.93,23.88,16.32,6.56,point_2,21.875,-17.0,ESH
1982-06,,0.0,0.31,0.3,0.23,0.01,101.44,11.53,79.96,20.27,16.32,26.48,16.23,6.93,point_2,21.875,-17.0,ESH
1982-07,,0.0,0.3,0.3,0.22,0.03,101.22,12.81,80.78,21.7,17.96,31.83,17.77,6.28,point_2,21.875,-17.0,ESH
1982-08,,0.0,0.29,0.29,0.19,0.02,101.17,13.08,79.93,22.26,18.28,30.18,18.49,6.25,point_2,21.875,-17.0,ESH
1982-09,,0.0,0.29,0.29,0.18,0.04,101.38,12.9,80.78,21.89,18.09,28.65,18.89,6.37,point_2,21.875,-17.0,ESH
1982-10,,0.0,0.3,0.3,0.24,0.35,101.4,11.41,74.44,21.3,15.98,30.51,16.82,5.08,point_2,21.875,-17.0,ESH
1982-11,,0.0,0.3,0.29,0.18,0.01,101.48,9.21,64.73,20.3,12.2,29.86,15.2,3.99,point_2,21.875,-17.0,ESH
1982-12,,0.0,0.29,0.29,0.16,0.04,101.92,7.31,60.87,17.37,8.9,24.93,10.75,5.43,point_2,21.875,-17.0,ESH
1982-13,,0.0,0.3,0.29,0.19,0.12,101.43,10.47,72.94,20.09,14.33,31.86,10.75,5.57,point_2,21.875,-17.0,ESH
1983-01,,0.0,0.3,0.3,0.24,0.31,101.85,6.55,52.97,17.99,7.26,27.36,11.39,4.18,point_2,21.875,-17.0,ESH
1983-02,,0.0,0.29,0.29,0.15,0.02,101.59,8.32,63.89,18.93,10.84,29.41,13.68,4.19,point_2,21.875,-17.0,ESH
1983-03,,0.0,0.29,0.29,0.17,0.09,101.42,10.25,74.5,19.67,14.27,29.15,14.9,4.99,point_2,21.875,-17.0,ESH
1983-04,,0.0,0.29,0.29,0.17,0.04,101.27,10.3,75.86,19.38,14.41,32.42,15.49,6.22,point_2,21.875,-17.0,ESH
1983-05,,0.0,0.29,0.29,0.19,0.1,101.36,10.59,77.6,19.33,15.0,25.4,15.86,7.11,point_2,21.875,-17.0,ESH
1983-06,,0.0,0.3,0.29,0.22,0.1,101.28,12.32,80.32,21.17,17.34,31.74,17.34,6.02,point_2,21.875,-17.0,ESH
1983-07,,0.0,0.29,0.29,0.17,0.01,101.18,12.37,78.32,21.75,17.4,35.11,18.04,7.02,point_2,21.875,-17.0,ESH
1983-08,,0.0,0.29,0.29,0.16,0.02,101.27,12.68,80.29,21.68,17.82,28.62,18.79,6.62,point_2,21.875,-17.0,ESH
1983-09,,0.0,0.29,0.29,0.16,0.04,101.25,12.46,74.37,22.91,17.35,32.94,18.79,5.86,point_2,21.875,-17.0,ESH
1983-10,,0.0,0.29,0.29,0.16,0.12,101.34,11.08,64.98,23.5,15.2,35.9,18.43,4.04,point_2,21.875,-17.0,ESH
1983-11,,0.0,0.29,0.29,0.19,0.03,101.53,11.51,73.51,21.56,15.96,30.15,16.08,3.77,point_2,21.875,-17.0,ESH
1983-12,,0.0,0.29,0.29,0.15,0.02,101.73,9.05,69.67,18.79,12.05,27.15,13.07,4.16,point_2,21.875,-17.0,ESH
1983-13,,0.0,0.29,0.29,0.18,0.08,101.42,10.62,72.19,20.55,14.58,35.9,11.39,5.35,point_2,21.875,-17.0,ESH
1984-01,43.47,0.0,0.29,0.29,0.14,0.03,101.82,7.62,63.3,17.55,9.57,25.54,10.77,6.12,point_2,21.875,-17.0,ESH
1984-02,39.78,0.0,0.29,0.29,0.13,0.01,101.53,7.46,58.68,18.68,8.89,28.52,12.99,4.61,point_2,21.875,-17.0,ESH
1984-03,44.55,0.0,0.29,0.29,0.12,0.01,101.27,9.23,71.37,18.74,12.66,34.83,14.01,4.63,point_2,21.875,-17.0,ESH
1984-04,53.47,0.0,0.29,0.29,0.11,0.0,101.25,10.7,75.86,20.03,15.0,32.32,16.27,4.9,point_2,21.875,-17.0,ESH
1984-05,47.99,0.0,0.29,0.29,0.14,0.05,101.35,10.38,74.63,19.71,14.66,25.11,16.43,6.93,point_2,21.875,-17.0,ESH
1984-06,51.49,0.0,0.29,0.29,0.15,0.01,101.31,11.52,78.28,20.59,16.29,31.69,16.79,6.93,point_2,21.875,-17.0,ESH
1984-07,57.6,0.0,0.29,0.29,0.17,0.04,100.99,13.35,82.87,21.93,18.58,30.97,17.94,4.62,point_2,21.875,-17.0,ESH
1984-08,46.18,0.0,0.29,0.29,0.17,0.03,101.17,13.02,81.25,21.88,18.22,29.89,18.39,6.38,point_2,21.875,-17.0,ESH
1984-09,38.02,0.0,0.29,0.29,0.21,0.32,101.16,12.64,76.62,22.54,17.71,33.22,18.25,5.7,point_2,21.875,-17.0,ESH
1984-10,42.25,0.0,0.29,0.29,0.19,0.04,101.32,11.03,68.49,22.32,15.15,31.25,17.73,4.52,point_2,21.875,-17.0,ESH
1984-11,43.45,0.0,0.29,0.29,0.15,0.04,101.5,10.17,71.48,20.33,14.07,32.16,15.31,4.02,point_2,21.875,-17.0,ESH
1984-12,39.66,0.0,0.29,0.29,0.14,0.01,101.6,8.51,67.14,18.21,11.13,25.93,11.84,4.18,point_2,21.875,-17.0,ESH
1984-13,45.66,0.0,0.29,0.29,0.15,0.05,101.35,10.47,72.5,20.21,14.33,34.83,10.77,5.3,point_2,21.875,-17.0,ESH
1985-01,20.39,0.0,0.29,0.29,0.14,0.01,101.62,8.5,69.73,17.55,11.12,24.29,10.91,4.25,point_2,21.875,-17.0,ESH
1985-02,40.42,0.0,0.29,0.29,0.13,0.01,101.58,9.11,71.52,18.58,12.45,31.39,14.54,4.98,point_2,21.875,-17.0,ESH
1985-03,26.63,0.0,0.29,0.29,0.12,0.0,101.45,8.72,67.82,18.8,11.7,31.57,14.7,5.63,point_2,21.875,-17.0,ESH
1985-04,43.41,0.0,0.29,0.29,0.11,0.04,101.38,9.41,69.71,19.46,12.9,31.33,15.81,5.95,point_2,21.875,-17.0,ESH
1985-05,32.43,0.0,0.29,0.29,0.14,0.0,101.42,10.55,77.55,19.3,14.9,24.4,15.67,6.15,point_2,21.875,-17.0,ESH
1985-06,30.73,0.0,0.29,0.29,0.14,0.0,101.37,12.29,78.96,21.53,17.31,31.63,17.97,6.56,point_2,21.875,-17.0,ESH
1985-07,42.29,0.0,0.29,0.29,0.16,0.06,101.11,13.07,80.22,22.17,18.28,30.88,18.14,5.61,point_2,21.875,-17.0,ESH
1985-08,40.52,0.0,0.29,0.29,0.22,0.4,101.04,13.41,79.31,22.81,18.66,31.56,18.98,5.27,point_2,21.875,-17.0,ESH
1985-09,51.6,0.0,0.3,0.3,0.26,0.48,101.17,12.82,73.25,23.54,17.9,31.21,19.84,5.13,point_2,21.875,-17.0,ESH
1985-10,27.69,0.0,0.3,0.29,0.21,0.01,101.26,11.43,68.91,22.94,15.7,34.4,18.18,4.1,point_2,21.875,-17.0,ESH
1985-11,37.06,0.0,0.3,0.3,0.24,0.5,101.47,10.85,73.27,20.82,15.1,29.96,15.72,4.14,point_2,21.875,-17.0,ESH
1985-12,49.62,0.0,0.3,0.3,0.21,0.06,101.74,7.48,57.14,18.86,9.21,29.97,12.16,4.41,point_2,21.875,-17.0,ESH
1985-13,36.9,0.0,0.29,0.29,0.17,0.13,101.38,10.64,72.28,20.53,14.6,34.4,10.91,5.18,point_2,21.875,-17.0,ESH
1986-01,55.48,0.0,0.3,0.29,0.18,0.04,102.01,7.41,63.3,17.06,9.08,23.44,11.59,5.72,point_2,21.875,-17.0,ESH
1986-02,40.69,0.0,0.3,0.29,0.15,0.0,101.52,8.94,74.74,17.51,12.2,26.39,12.46,4.94,point_2,21.875,-17.0,ESH
1986-03,51.71,0.0,0.29,0.29,0.14,0.01,101.66,8.92,70.88,18.37,12.17,28.26,14.04,6.09,point_2,21.875,-17.0,ESH
1986-04,53.42,0.0,0.29,0.29,0.13,0.02,101.38,9.59,75.93,18.16,13.43,25.1,14.49,6.29,point_2,21.875,-17.0,ESH
1986-05,38.63,0.0,0.29,0.29,0.14,0.0,101.24,10.78,77.99,19.6,15.18,30.29,14.76,5.94,point_2,21.875,-17.0,ESH
1986-06,36.54,0.0,0.29,0.29,0.14,0.0,101.41,11.25,78.39,20.24,15.93,30.3,16.53,6.43,point_2,21.875,-17.0,ESH
1986-07,33.13,0.0,0.3,0.3,0.23,0.58,101.28,12.84,82.3,21.44,18.01,30.03,17.59,5.91,point_2,21.875,-17.0,ESH
1986-08,31.37,0.0,0.3,0.3,0.26,0.18,101.2,13.74,80.94,22.82,19.08,31.63,18.9,5.5,point_2,21.875,-17.0,ESH
1986-09,42.62,0.0,0.31,0.31,0.26,0.95,101.26,14.07,77.01,24.18,19.43,35.49,19.94,4.78,point_2,21.875,-17.0,ESH
1986-10,42.09,0.0,0.31,0.31,0.25,0.07,101.5,11.72,76.06,21.46,16.51,30.83,17.34,5.54,point_2,21.875,-17.0,ESH
1986-11,58.69,0.0,0.3,0.3,0.18,0.02,101.65,9.09,67.42,19.38,12.27,29.73,14.15,5.05,point_2,21.875,-17.0,ESH
1986-12,49.95,0.0,0.3,0.29,0.16,0.02,101.88,7.28,58.97,17.78,8.57,26.36,8.9,4.72,point_2,21.875,-17.0,ESH
1986-13,44.53,0.0,0.3,0.3,0.19,0.16,101.5,10.47,73.66,19.83,14.32,35.49,8.9,5.58,point_2,21.875,-17.0,ESH
1987-01,35.06,0.0,0.3,0.29,0.13,0.01,101.68,8.39,69.62,17.46,10.66,25.13,10.18,3.58,point_2,21.875,-17.0,ESH
1987-02,26.31,0.0,0.3,0.29,0.14,0.02,101.67,8.69,70.45,18.2,11.65,28.86,13.18,5.33,point_2,21.875,-17.0,ESH
1987-03,21.15,0.0,0.29,0.29,0.11,0.01,101.38,8.74,61.21,20.69,11.55,32.66,15.53,4.28,point_2,21.875,-17.0,ESH
1987-04,45.17,0.0,0.29,0.29,0.1,0.0,101.29,10.66,73.36,20.72,14.78,33.1,15.36,5.25,point_2,21.875,-17.0,ESH
1987-05,56.51,0.0,0.29,0.29,0.14,0.08,101.27,11.13,77.22,20.33,15.72,35.06,16.45,6.57,point_2,21.875,-17.0,ESH
1987-06,44.3,0.0,0.3,0.3,0.23,0.47,101.34,11.97,78.06,21.32,16.85,31.35,17.76,6.43,point_2,21.875,-17.0,ESH
1987-07,34.7,0.0,0.3,0.29,0.21,0.01,101.17,13.01,81.24,21.88,18.22,29.93,18.81,6.56,point_2,21.875,-17.0,ESH
1987-08,44.61,0.0,0.3,0.29,0.21,0.19,101.13,13.22,81.01,22.2,18.45,29.48,18.95,6.11,point_2,21.875,-17.0,ESH
1987-09,63.92,0.0,0.3,0.3,0.24,0.59,101.23,14.28,80.33,23.63,19.69,32.36,20.19,4.65,point_2,21.875,-17.0,ESH
1987-10,47.26,0.0,0.3,0.3,0.27,0.02,101.42,13.04,81.18,21.9,18.24,29.53,16.7,5.05,point_2,21.875,-17.0,ESH
1987-11,61.13,0.0,0.3,0.29,0.21,0.05,101.46,11.76,76.39,21.25,16.43,28.19,16.52,3.83,point_2,21.875,-17.0,ESH
1987-12,29.1,0.0,0.3,0.29,0.18,0.01,101.73,9.44,69.25,19.38,12.79,27.64,13.28,4.0,point_2,21.875,-17.0,ESH
1987-13,42.43,0.0,0.3,0.29,0.18,0.12,101.4,11.19,74.94,20.75,15.42,35.06,10.18,5.14,point_2,21.875,-17.0,ESH
1988-01,52.96,0.0,0.3,0.29,0.17,0.06,101.89,8.07,65.42,17.92,10.45,24.77,12.54,5.27,point_2,21.875,-17.0,ESH
1988-02,59.85,0.0,0.29,0.29,0.19,0.51,101.45,9.25,73.65,18.03,12.59,25.27,12.52,4.72,point_2,21.875,-17.0,ESH
1988-03,30.52,0.0,0.3,0.3,0.24,0.05,101.41,8.92,64.3,20.16,11.78,31.4,14.9,4.69,point_2,21.875,-17.0,ESH
1988-04,33.85,0.0,0.3,0.29,0.15,0.0,101.34,10.08,75.97,19.04,14.12,29.98,15.31,6.44,point_2,21.875,-17.0,ESH
1988-05,43.05,0.0,0.29,0.29,0.14,0.01,101.4,11.03,78.62,19.84,15.63,27.65,16.22,6.56,point_2,21.875,-17.0,ESH
1988-06,39.84,0.0,0.29,0.29,0.14,0.0,101.34,11.91,78.52,21.07,16.84,30.31,17.19,6.38,point_2,21.875,-17.0,ESH
1988-07,41.25,0.0,0.29,0.29,0.17,0.07,101.11,13.26,81.4,22.11,18.52,31.66,18.74,5.63,point_2,21.875,-17.0,ESH
1988-08,43.56,0.0,0.29,0.29,0.2,0.11,100.99,13.99,83.31,22.55,19.37,31.97,19.74,5.18,point_2,21.875,-17.0,ESH
1988-09,47.67,0.0,0.3,0.3,0.27,0.58,101.19,13.87,79.75,23.25,19.23,32.35,19.43,5.25,point_2,21.875,-17.0,ESH
1988-10,36.04,0.0,0.3,0.3,0.22,0.01,101.32,12.77,80.78,21.71,17.86,28.84,18.42,4.83,point_2,21.875,-17.0,ESH
1988-11,50.2,0.0,0.3,0.3,0.24,0.15,101.44,11.99,79.01,20.96,16.75,27.75,14.71,3.96,point_2,21.875,-17.0,ESH
1988-12,55.49,0.0,0.3,0.29,0.17,0.04,101.65,6.47,50.57,18.57,7.02,28.06,11.17,3.62,point_2,21.875,-17.0,ESH
1988-13,44.52,0.0,0.3,0.29,0.19,0.13,101.38,10.97,74.28,20.43,15.01,32.35,11.17,5.21,point_2,21.875,-17.0,ESH
1989-01,36.55,0.0,0.29,0.29,0.13,0.01,101.81,6.84,56.87,17.64,7.8,25.79,11.56,4.61,point_2,21.875,-17.0,ESH
1989-02,44.53,0.0,0.29,0.29,0.15,0.04,101.67,9.02,71.17,18.34,12.35,27.17,14.72,5.31,point_2,21.875,-17.0,ESH
1989-03,42.14,0.0,0.29,0.29,0.14,0.01,101.31,9.56,71.78,19.25,13.09,31.32,14.76,5.28,point_2,21.875,-17.0,ESH
1989-04,51.82,0.0,0.29,0.29,0.13,0.01,101.42,9.55,75.27,18.39,13.31,30.71,14.95,6.72,point_2,21.875,-17.0,ESH
1989-05,41.56,0.0,0.29,0.29,0.12,0.0,101.39,10.88,78.35,19.77,15.33,30.45,15.51,5.83,point_2,21.875,-17.0,ESH
1989-06,50.12,0.0,0.29,0.29,0.13,0.02,101.37,11.95,77.48,21.41,16.87,31.22,17.6,6.4,point_2,21.875,-17.0,ESH
1989-07,39.41,0.0,0.29,0.29,0.16,0.03,101.21,13.58,78.39,23.27,18.84,32.6,19.35,5.82,point_2,21.875,-17.0,ESH
1989-08,43.83,0.0,0.29,0.29,0.19,0.17,101.06,14.7,80.3,24.04,20.14,31.78,19.65,5.13,point_2,21.875,-17.0,ESH
1989-09,37.83,0.0,0.29,0.29,0.19,0.02,101.11,13.61,80.83,22.69,18.93,31.62,19.85,6.1,point_2,21.875,-17.0,ESH
1989-10,38.22,0.0,0.29,0.29,0.17,0.03,101.3,12.74,76.87,22.72,17.73,35.18,18.64,4.53,point_2,21.875,-17.0,ESH
1989-11,44.35,0.0,0.29,0.29,0.16,0.02,101.37,11.24,77.87,20.31,15.83,29.1,16.62,3.89,point_2,21.875,-17.0,ESH
1989-12,32.82,0.0,0.29,0.29,0.2,0.18,101.55,10.67,74.96,20.07,14.86,29.3,15.64,3.75,point_2,21.875,-17.0,ESH
1989-13,41.93,0.0,0.29,0.29,0.16,0.05,101.38,11.2,75.01,20.66,15.42,35.18,11.56,5.28,point_2,21.875,-17.0,ESH
1990-01,38.4,0.0,0.3,0.3,0.23,0.69,101.92,7.47,63.44,17.15,9.28,23.68,11.74,5.23,point_2,21.875,-17.0,ESH
1990-02,47.05,0.0,0.31,0.31,0.28,0.04,101.56,8.1,59.25,19.81,10.5,28.71,13.52,4.05,point_2,21.875,-17.0,ESH
1990-03,61.26,0.0,0.3,0.3,0.21,0.33,101.43,8.91,62.1,20.91,11.68,33.03,15.22,4.36,point_2,21.875,-17.0,ESH
1990-04,42.84,0.0,0.3,0.3,0.22,0.03,101.39,9.66,70.91,19.47,13.41,32.41,15.69,5.94,point_2,21.875,-17.0,ESH
1990-05,33.43,0.0,0.3,0.29,0.16,0.0,101.39,11.3,80.49,19.77,16.03,26.04,16.62,5.84,point_2,21.875,-17.0,ESH
1990-06,52.8,0.0,0.29,0.29,0.17,0.05,101.4,12.17,81.81,20.69,17.22,30.15,17.53,6.76,point_2,21.875,-17.0,ESH
1990-07,43.84,0.0,0.29,0.29,0.18,0.07,101.12,13.39,81.09,22.36,18.65,31.19,18.56,5.77,point_2,21.875,-17.0,ESH
1990-08,40.5,0.0,0.3,0.29,0.22,0.18,101.13,14.66,81.67,23.74,20.1,32.91,20.8,4.93,point_2,21.875,-17.0,ESH
1990-09,50.64,0.0,0.3,0.29,0.2,0.04,101.23,14.0,79.94,23.34,19.39,30.3,20.31,6.29,point_2,21.875,-17.0,ESH
1990-10,51.86,0.0,0.3,0.29,0.19,0.04,101.33,13.09,79.26,22.41,18.24,29.5,18.07,5.73,point_2,21.875,-17.0,ESH
1990-11,53.58,0.0,0.29,0.29,0.16,0.01,101.48,10.95,73.78,20.79,15.03,32.07,15.64,4.12,point_2,21.875,-17.0,ESH
1990-12,48.78,0.0,0.29,0.29,0.2,0.18,101.66,9.49,69.81,19.23,12.88,27.04,13.21,4.47,point_2,21.875,-17.0,ESH
1990-13,47.08,0.0,0.3,0.29,0.2,0.14,101.42,11.1,73.63,20.81,15.2,33.03,11.74,5.29,point_2,21.875,-17.0,ESH
1991-01,54.29,0.0,0.3,0.29,0.21,0.16,101.68,7.97,62.94,18.3,10.14,26.97,12.59,4.07,point_2,21.875,-17.0,ESH
1991-02,36.96,0.0,0.31,0.31,0.28,0.97,101.77,8.75,71.97,17.72,11.92,27.45,12.11,5.44,point_2,21.875,-17.0,ESH
1991-03,32.9,0.0,0.31,0.31,0.28,0.01,101.49,9.69,75.86,18.39,13.57,26.88,14.43,5.58,point_2,21.875,-17.0,ESH
1991-04,56.15,0.0,0.3,0.29,0.2,0.01,101.39,9.95,74.63,19.17,13.95,29.21,15.29,5.87,point_2,21.875,-17.0,ESH
1991-05,33.62,0.0,0.29,0.29,0.15,0.0,101.31,10.23,74.49,19.66,14.24,34.37,15.68,6.12,point_2,21.875,-17.0,ESH
1991-06,38.81,0.0,0.29,0.29,0.14,0.01,101.32,11.98,80.56,20.73,16.9,29.56,17.34,6.45,point_2,21.875,-17.0,ESH
1991-07,36.3,0.0,0.29,0.29,0.15,0.01,101.21,13.27,81.84,22.05,18.54,28.94,18.58,6.49,point_2,21.875,-17.0,ESH
1991-08,43.94,0.0,0.3,0.3,0.21,1.05,101.11,14.31,83.23,22.99,19.74,35.89,19.63,6.04,point_2,21.875,-17.0,ESH
1991-09,35.06,0.0,0.32,0.32,0.3,0.04,101.29,13.94,80.66,23.16,19.32,30.71,19.66,5.91,point_2,21.875,-17.0,ESH
1991-10,28.64,0.0,0.31,0.3,0.26,0.07,101.39,12.69,77.58,22.3,17.76,30.02,17.9,4.75,point_2,21.875,-17.0,ESH
1991-11,34.08,0.0,0.3,0.29,0.17,0.03,101.53,9.58,63.53,21.43,13.12,33.2,15.41,4.45,point_2,21.875,-17.0,ESH
1991-12,58.93,0.0,0.38,0.38,0.36,2.76,101.53,9.61,70.3,19.22,13.13,27.14,11.57,3.99,point_2,21.875,-17.0,ESH
1991-13,40.81,0.0,0.31,0.3,0.23,0.43,101.42,11.0,74.8,20.43,15.19,35.89,11.57,5.43,point_2,21.875,-17.0,ESH
1992-01,27.66,0.0,0.37,0.37,0.35,0.01,101.49,8.03,63.24,18.34,10.48,27.45,10.7,3.34,point_2,21.875,-17.0,ESH
1992-02,49.24,0.0,0.35,0.35,0.33,0.12,101.66,9.82,75.32,18.61,13.83,26.62,14.16,5.48,point_2,21.875,-17.0,ESH
1992-03,25.56,0.0,0.33,0.33,0.29,0.01,101.59,8.63,65.91,19.06,11.6,28.07,14.1,5.94,point_2,21.875,-17.0,ESH
1992-04,52.41,0.0,0.31,0.31,0.24,0.01,101.39,10.01,76.17,18.86,13.97,29.24,14.64,5.61,point_2,21.875,-17.0,ESH
1992-05,64.55,0.0,0.3,0.3,0.23,0.06,101.31,11.43,81.89,19.64,16.2,25.74,17.13,6.2,point_2,21.875,-17.0,ESH
1992-06,44.14,0.0,0.3,0.29,0.19,0.01,101.47,11.4,77.59,20.62,16.15,28.25,17.38,6.97,point_2,21.875,-17.0,ESH
1992-07,34.37,0.0,0.3,0.29,0.17,0.1,101.24,13.15,82.37,21.81,18.4,30.33,18.25,6.27,point_2,21.875,-17.0,ESH
1992-08,29.57,0.0,0.3,0.29,0.2,0.02,101.19,13.5,81.04,22.54,18.81,30.52,19.39,6.17,point_2,21.875,-17.0,ESH
1992-09,40.32,0.0,0.3,0.29,0.21,0.13,101.2,13.14,77.56,22.93,18.32,33.13,19.42,6.04,point_2,21.875,-17.0,ESH
1992-10,31.44,0.0,0.29,0.29,0.16,0.0,101.47,12.59,78.88,21.89,17.58,34.16,17.24,5.12,point_2,21.875,-17.0,ESH
1992-11,46.43,0.0,0.29,0.29,0.14,0.02,101.55,7.7,51.59,21.07,9.56,29.89,14.74,4.63,point_2,21.875,-17.0,ESH
1992-12,30.1,0.0,0.29,0.29,0.13,0.01,101.62,9.19,73.39,18.09,12.62,26.04,13.95,4.62,point_2,21.875,-17.0,ESH
1992-13,39.65,0.0,0.31,0.31,0.22,0.04,101.43,10.72,73.75,20.29,14.79,34.16,10.7,5.53,point_2,21.875,-17.0,ESH
1993-01,49.67,0.0,0.29,0.29,0.16,0.08,101.83,6.52,53.07,17.89,7.18,28.19,11.91,4.79,point_2,21.875,-17.0,ESH
1993-02,26.02,0.0,0.29,0.29,0.14,0.01,101.61,8.53,69.57,17.88,11.37,27.33,12.96,4.87,point_2,21.875,-17.0,ESH
1993-03,40.89,0.0,0.29,0.29,0.14,0.01,101.52,9.66,73.5,18.91,13.42,31.76,14.5,5.37,point_2,21.875,-17.0,ESH
1993-04,50.3,0.0,0.29,0.29,0.13,0.01,101.27,10.34,76.52,19.3,14.52,30.6,15.29,5.97,point_2,21.875,-17.0,ESH
1993-05,52.89,0.0,0.3,0.3,0.24,0.3,101.42,11.07,79.49,19.61,15.69,24.92,15.54,5.95,point_2,21.875,-17.0,ESH
1993-06,33.74,0.0,0.29,0.29,0.17,0.0,101.36,11.73,78.59,20.83,16.58,27.9,17.25,7.08,point_2,21.875,-17.0,ESH
