date,cloud_amount,frost_days,profile_soil_moisture,root_soil_wetness,surface_soil_wetness,corrected_precipitation,surface_pressure,specific_humidity,relative_humidity,average_temperature,frost_point,max_temperature,min_temperature,wind_speed,point,latitude,longitude,country_iso3_id
1981-01,,0.0,0.19,0.19,0.15,0.11,101.73,5.36,42.36,18.61,4.45,29.83,11.33,3.78,point_1,21.25,-17.0,ESH
1981-02,,0.0,0.19,0.19,0.13,0.09,101.46,7.07,59.1,18.0,8.12,30.57,11.2,4.48,point_1,21.25,-17.0,ESH
1981-03,,0.0,0.19,0.18,0.1,0.01,101.37,8.35,58.43,21.54,10.68,34.31,13.65,5.09,point_1,21.25,-17.0,ESH
1981-04,,0.0,0.19,0.18,0.1,0.04,101.31,9.08,67.15,19.82,12.46,28.61,14.19,6.49,point_1,21.25,-17.0,ESH
1981-05,,0.0,0.18,0.18,0.1,0.02,101.28,9.87,67.89,21.09,13.74,32.07,14.88,6.54,point_1,21.25,-17.0,ESH
1981-06,,0.0,0.18,0.18,0.11,0.03,101.26,11.42,69.54,22.97,16.06,32.44,17.43,6.63,point_1,21.25,-17.0,ESH
1981-07,,0.0,0.18,0.18,0.1,0.02,101.05,12.55,71.65,23.77,17.57,34.48,18.24,6.1,point_1,21.25,-17.0,ESH
1981-08,,0.0,0.18,0.18,0.12,0.05,101.08,12.97,69.89,24.87,18.04,38.24,18.35,5.23,point_1,21.25,-17.0,ESH
1981-09,,0.0,0.19,0.19,0.17,0.52,101.19,12.6,67.55,25.11,17.58,39.22,18.33,5.51,point_1,21.25,-17.0,ESH
1981-10,,0.0,0.19,0.19,0.14,0.05,101.28,12.4,74.71,22.91,17.4,33.71,17.23,5.36,point_1,21.25,-17.0,ESH
1981-11,,0.0,0.19,0.19,0.15,0.21,101.34,9.09,57.23,22.3,11.74,31.52,14.39,3.65,point_1,21.25,-17.0,ESH
1981-12,,0.0,0.19,0.19,0.12,0.03,101.54,8.01,60.08,19.69,10.2,32.07,12.76,4.18,point_1,21.25,-17.0,ESH
1981-13,,0.0,0.19,0.18,0.12,0.1,101.32,9.9,63.8,21.72,13.17,39.22,11.2,5.25,point_1,21.25,-17.0,ESH
1982-01,,0.0,0.19,0.19,0.13,0.1,101.61,6.37,50.09,18.97,6.48,29.76,11.4,3.95,point_1,21.25,-17.0,ESH
1982-02,,0.0,0.19,0.18,0.11,0.02,101.47,8.55,68.52,18.5,11.23,29.2,10.93,4.88,point_1,21.25,-17.0,ESH
1982-03,,0.0,0.18,0.18,0.1,0.03,101.26,7.71,55.89,20.69,9.29,33.58,14.11,4.7,point_1,21.25,-17.0,ESH
1982-04,,0.0,0.18,0.18,0.1,0.01,101.27,9.62,68.87,20.31,13.34,30.73,14.18,4.95,point_1,21.25,-17.0,ESH
1982-05,,0.0,0.19,0.18,0.15,0.24,101.27,10.55,72.1,20.86,14.8,28.67,15.09,6.22,point_1,21.25,-17.0,ESH
1982-06,,0.0,0.18,0.18,0.11,0.01,101.34,10.63,68.77,22.13,14.93,32.62,15.68,6.73,point_1,21.25,-17.0,ESH
1982-07,,0.0,0.18,0.18,0.11,0.03,101.14,12.14,70.92,23.48,17.03,40.13,17.35,6.05,point_1,21.25,-17.0,ESH
1982-08,,0.0,0.18,0.18,0.11,0.02,101.09,12.25,69.16,24.19,17.14,36.46,18.07,5.7,point_1,21.25,-17.0,ESH
1982-09,,0.0,0.18,0.18,0.11,0.05,101.29,11.98,69.22,23.86,16.8,33.69,18.71,6.29,point_1,21.25,-17.0,ESH
1982-10,,0.0,0.19,0.19,0.16,0.53,101.32,10.35,63.53,22.81,14.34,36.98,16.36,4.89,point_1,21.25,-17.0,ESH
1982-11,,0.0,0.19,0.19,0.12,0.02,101.42,7.75,53.96,20.9,9.43,31.07,14.21,3.68,point_1,21.25,-17.0,ESH
1982-12,,0.0,0.19,0.19,0.12,0.06,101.85,5.95,50.08,17.39,5.83,27.09,9.52,4.84,point_1,21.25,-17.0,ESH
1982-13,,0.0,0.18,0.18,0.12,0.09,101.36,9.49,63.43,21.17,12.55,40.13,9.52,5.24,point_1,21.25,-17.0,ESH
1983-01,,0.0,0.2,0.2,0.17,0.38,101.79,5.41,43.73,18.21,4.46,29.41,9.82,4.01,point_1,21.25,-17.0,ESH
1983-02,,0.0,0.19,0.19,0.11,0.01,101.53,7.22,55.89,19.5,8.53,31.86,11.72,3.91,point_1,21.25,-17.0,ESH
1983-03,,0.0,0.19,0.19,0.11,0.06,101.35,9.1,64.24,20.86,12.22,32.64,13.73,4.63,point_1,21.25,-17.0,ESH
1983-04,,0.0,0.19,0.18,0.11,0.05,101.19,9.51,67.99,20.58,13.03,37.03,14.75,5.89,point_1,21.25,-17.0,ESH
1983-05,,0.0,0.19,0.18,0.12,0.04,101.26,9.82,67.46,20.9,13.74,31.14,15.17,6.86,point_1,21.25,-17.0,ESH
1983-06,,0.0,0.19,0.18,0.13,0.11,101.2,11.49,69.14,23.08,16.16,40.13,16.87,5.94,point_1,21.25,-17.0,ESH
1983-07,,0.0,0.18,0.18,0.1,0.01,101.09,11.56,66.89,23.92,16.24,38.98,17.3,6.64,point_1,21.25,-17.0,ESH
1983-08,,0.0,0.18,0.18,0.1,0.03,101.18,11.89,68.38,23.95,16.71,35.09,18.72,6.21,point_1,21.25,-17.0,ESH
1983-09,,0.0,0.18,0.18,0.09,0.04,101.16,11.2,61.52,25.25,15.49,39.69,18.72,5.44,point_1,21.25,-17.0,ESH
1983-10,,0.0,0.18,0.18,0.1,0.11,101.28,9.41,52.52,25.17,12.5,38.37,17.78,3.92,point_1,21.25,-17.0,ESH
1983-11,,0.0,0.18,0.18,0.12,0.02,101.47,10.61,67.33,22.07,14.48,32.39,15.35,3.69,point_1,21.25,-17.0,ESH
1983-12,,0.0,0.18,0.18,0.09,0.01,101.67,7.76,61.33,18.86,9.45,29.07,11.4,3.78,point_1,21.25,-17.0,ESH
1983-13,,0.0,0.19,0.18,0.11,0.07,101.35,9.58,62.2,21.86,12.75,40.13,9.82,5.08,point_1,21.25,-17.0,ESH
1984-01,43.47,0.0,0.18,0.18,0.09,0.02,101.74,6.3,53.43,17.57,6.58,26.84,8.71,5.42,point_1,21.25,-17.0,ESH
1984-02,39.78,0.0,0.18,0.18,0.08,0.01,101.46,5.96,45.58,19.72,5.29,31.15,12.28,4.13,point_1,21.25,-17.0,ESH
1984-03,44.55,0.0,0.18,0.18,0.08,0.01,101.21,8.5,65.57,19.33,11.21,35.54,12.76,4.33,point_1,21.25,-17.0,ESH
1984-04,53.47,0.0,0.18,0.18,0.06,0.0,101.18,9.88,68.32,21.19,13.59,37.34,15.53,4.74,point_1,21.25,-17.0,ESH
1984-05,47.99,0.0,0.18,0.18,0.08,0.02,101.25,9.5,64.85,21.17,13.19,31.2,15.73,6.69,point_1,21.25,-17.0,ESH
1984-06,51.49,0.0,0.18,0.18,0.09,0.01,101.22,10.67,66.98,22.55,14.99,35.0,16.38,6.62,point_1,21.25,-17.0,ESH
1984-07,57.6,0.0,0.18,0.18,0.1,0.03,100.94,12.92,74.27,23.68,17.99,38.34,17.93,4.37,point_1,21.25,-17.0,ESH
1984-08,46.18,0.0,0.18,0.18,0.1,0.03,101.09,12.23,70.3,23.89,17.13,36.7,18.06,6.07,point_1,21.25,-17.0,ESH
1984-09,38.02,0.0,0.18,0.18,0.13,0.27,101.08,11.72,65.03,24.67,16.43,37.75,18.34,5.42,point_1,21.25,-17.0,ESH
1984-10,42.25,0.0,0.18,0.18,0.11,0.04,101.25,9.47,55.31,24.08,12.57,36.4,17.83,4.22,point_1,21.25,-17.0,ESH
1984-11,43.45,0.0,0.18,0.18,0.11,0.05,101.44,9.12,63.57,21.0,12.24,33.53,13.75,3.86,point_1,21.25,-17.0,ESH
1984-12,39.66,0.0,0.18,0.18,0.1,0.03,101.54,7.2,57.2,18.33,8.42,27.58,10.51,3.78,point_1,21.25,-17.0,ESH
1984-13,45.66,0.0,0.18,0.18,0.09,0.04,101.28,9.46,62.53,21.43,12.47,38.34,8.71,4.97,point_1,21.25,-17.0,ESH
1985-01,20.39,0.0,0.18,0.18,0.1,0.01,101.57,7.61,63.9,17.42,9.19,25.65,9.26,3.91,point_1,21.25,-17.0,ESH
1985-02,40.42,0.0,0.18,0.18,0.09,0.01,101.51,7.99,62.66,19.3,10.29,32.8,12.97,4.59,point_1,21.25,-17.0,ESH
1985-03,26.63,0.0,0.18,0.18,0.08,0.0,101.37,7.73,59.18,19.72,9.69,32.79,13.37,5.27,point_1,21.25,-17.0,ESH
1985-04,43.41,0.0,0.18,0.18,0.07,0.02,101.31,8.48,61.22,20.6,11.1,33.68,14.42,5.66,point_1,21.25,-17.0,ESH
1985-05,32.43,0.0,0.18,0.18,0.09,0.0,101.34,9.67,69.24,20.32,13.47,29.03,14.67,6.09,point_1,21.25,-17.0,ESH
1985-06,30.73,0.0,0.18,0.18,0.08,0.0,101.28,11.31,67.85,23.42,15.89,38.93,17.56,6.29,point_1,21.25,-17.0,ESH
1985-07,42.29,0.0,0.18,0.18,0.09,0.02,101.05,12.43,70.48,24.01,17.41,37.41,17.78,5.19,point_1,21.25,-17.0,ESH
1985-08,40.52,0.0,0.18,0.18,0.13,0.3,100.98,12.7,68.78,24.89,17.71,39.39,18.75,4.84,point_1,21.25,-17.0,ESH
1985-09,51.6,0.0,0.19,0.19,0.15,0.4,101.1,11.93,61.81,25.84,16.68,38.12,19.76,4.85,point_1,21.25,-17.0,ESH
1985-10,27.69,0.0,0.19,0.18,0.1,0.01,101.2,10.03,56.79,24.9,13.45,39.93,17.55,3.85,point_1,21.25,-17.0,ESH
1985-11,37.06,0.0,0.2,0.19,0.16,0.5,101.41,9.5,63.38,21.65,12.92,33.25,14.29,3.98,point_1,21.25,-17.0,ESH
1985-12,49.62,0.0,0.19,0.19,0.15,0.05,101.68,6.1,46.97,19.05,6.19,32.72,10.31,4.16,point_1,21.25,-17.0,ESH
1985-13,36.9,0.0,0.18,0.18,0.11,0.11,101.32,9.62,62.69,21.76,12.83,39.93,9.26,4.89,point_1,21.25,-17.0,ESH
1986-01,55.48,0.0,0.19,0.19,0.12,0.04,101.94,6.02,52.12,17.09,5.86,25.77,9.9,5.22,point_1,21.25,-17.0,ESH
1986-02,40.69,0.0,0.19,0.18,0.11,0.0,101.45,7.75,64.75,18.18,9.81,31.28,10.89,4.53,point_1,21.25,-17.0,ESH
1986-03,51.71,0.0,0.19,0.18,0.09,0.01,101.58,7.85,62.05,19.28,9.98,32.87,12.94,5.51,point_1,21.25,-17.0,ESH
1986-04,53.42,0.0,0.18,0.18,0.09,0.01,101.3,8.83,67.63,19.3,12.03,30.77,13.28,5.88,point_1,21.25,-17.0,ESH
1986-05,38.63,0.0,0.18,0.18,0.09,0.0,101.16,9.96,66.96,21.54,13.83,38.95,14.03,5.72,point_1,21.25,-17.0,ESH
1986-06,36.54,0.0,0.18,0.18,0.08,0.0,101.32,10.23,67.01,22.05,14.33,39.12,15.81,6.36,point_1,21.25,-17.0,ESH
1986-07,33.13,0.0,0.2,0.2,0.16,0.94,101.21,12.08,72.45,23.06,16.96,34.04,17.49,5.79,point_1,21.25,-17.0,ESH
1986-08,31.37,0.0,0.2,0.2,0.17,0.16,101.13,13.07,71.54,24.58,18.2,38.77,18.36,5.18,point_1,21.25,-17.0,ESH
1986-09,42.62,0.0,0.22,0.22,0.21,1.71,101.19,13.26,67.23,25.98,18.41,38.37,19.9,4.55,point_1,21.25,-17.0,ESH
1986-10,42.09,0.0,0.23,0.22,0.21,0.07,101.42,10.82,67.11,22.69,15.19,34.84,16.71,5.27,point_1,21.25,-17.0,ESH
1986-11,58.69,0.0,0.21,0.2,0.15,0.03,101.58,7.57,55.06,20.13,9.37,30.73,12.75,4.55,point_1,21.25,-17.0,ESH
1986-12,49.95,0.0,0.21,0.2,0.13,0.02,101.81,6.04,48.81,18.0,5.68,28.78,6.48,4.33,point_1,21.25,-17.0,ESH
1986-13,44.53,0.0,0.2,0.19,0.13,0.25,101.42,9.46,63.56,20.99,12.47,39.12,6.48,5.24,point_1,21.25,-17.0,ESH
1987-01,35.06,0.0,0.2,0.19,0.11,0.01,101.62,7.48,62.2,17.7,8.64,27.37,8.64,3.45,point_1,21.25,-17.0,ESH
1987-02,26.31,0.0,0.2,0.19,0.11,0.01,101.59,7.43,59.68,19.1,9.08,32.76,11.98,4.74,point_1,21.25,-17.0,ESH
1987-03,21.15,0.0,0.19,0.19,0.09,0.01,101.32,7.56,52.25,21.64,9.15,34.52,14.66,3.91,point_1,21.25,-17.0,ESH
1987-04,45.17,0.0,0.19,0.18,0.08,0.0,101.21,9.49,61.86,22.57,12.73,38.39,14.7,5.03,point_1,21.25,-17.0,ESH
1987-05,56.51,0.0,0.19,0.18,0.11,0.08,101.18,10.28,66.65,22.0,14.39,38.37,15.95,6.48,point_1,21.25,-17.0,ESH
1987-06,44.3,0.0,0.19,0.19,0.14,0.52,101.25,10.93,65.36,23.6,15.26,37.84,18.0,6.15,point_1,21.25,-17.0,ESH
1987-07,34.7,0.0,0.19,0.19,0.13,0.01,101.09,12.19,69.85,23.96,17.09,37.5,18.71,6.3,point_1,21.25,-17.0,ESH
1987-08,44.61,0.0,0.19,0.18,0.12,0.07,101.06,12.4,69.35,24.38,17.32,37.09,18.78,5.79,point_1,21.25,-17.0,ESH
1987-09,63.92,0.0,0.19,0.19,0.15,0.47,101.16,13.42,69.07,25.71,18.6,36.89,20.23,4.66,point_1,21.25,-17.0,ESH
1987-10,47.26,0.0,0.19,0.19,0.16,0.03,101.35,12.22,72.46,23.08,17.12,33.53,15.03,5.02,point_1,21.25,-17.0,ESH
1987-11,61.13,0.0,0.19,0.19,0.13,0.06,101.41,10.56,66.71,22.1,14.59,31.67,15.74,3.83,point_1,21.25,-17.0,ESH
1987-12,29.1,0.0,0.19,0.19,0.12,0.01,101.68,8.21,60.49,19.63,10.43,30.33,11.25,3.72,point_1,21.25,-17.0,ESH
1987-13,42.43,0.0,0.19,0.19,0.12,0.11,101.33,10.18,64.66,22.12,13.7,38.39,8.64,4.92,point_1,21.25,-17.0,ESH
1988-01,52.96,0.0,0.19,0.18,0.12,0.09,101.83,6.98,57.88,17.96,8.08,26.96,11.33,4.81,point_1,21.25,-17.0,ESH
1988-02,59.85,0.0,0.19,0.19,0.14,0.58,101.39,8.38,65.64,18.59,10.78,28.74,10.58,4.36,point_1,21.25,-17.0,ESH
1988-03,30.52,0.0,0.2,0.2,0.15,0.04,101.35,7.56,53.48,21.49,9.0,35.18,13.37,4.18,point_1,21.25,-17.0,ESH
1988-04,33.85,0.0,0.19,0.19,0.1,0.0,101.25,9.14,66.31,20.43,12.46,35.43,14.4,6.01,point_1,21.25,-17.0,ESH
1988-05,43.05,0.0,0.19,0.18,0.09,0.0,101.31,10.15,68.87,21.28,14.23,34.65,15.7,6.36,point_1,21.25,-17.0,ESH
1988-06,39.84,0.0,0.18,0.18,0.09,0.0,101.25,11.02,67.77,22.84,15.54,37.67,16.61,6.3,point_1,21.25,-17.0,ESH
1988-07,41.25,0.0,0.18,0.18,0.11,0.07,101.04,12.67,70.96,24.14,17.74,38.06,18.39,5.35,point_1,21.25,-17.0,ESH
1988-08,43.56,0.0,0.18,0.18,0.13,0.1,100.93,13.48,73.21,24.54,18.74,38.32,19.72,4.89,point_1,21.25,-17.0,ESH
1988-09,47.67,0.0,0.19,0.19,0.18,0.55,101.12,13.21,69.44,25.23,18.38,36.79,19.04,5.03,point_1,21.25,-17.0,ESH
1988-10,36.04,0.0,0.19,0.19,0.13,0.01,101.25,11.74,71.63,22.87,16.42,34.58,17.64,4.87,point_1,21.25,-17.0,ESH
1988-11,50.2,0.0,0.19,0.19,0.15,0.11,101.39,11.05,72.16,21.47,15.33,31.59,13.47,3.72,point_1,21.25,-17.0,ESH
1988-12,55.49,0.0,0.19,0.19,0.11,0.03,101.6,5.06,40.39,18.47,3.63,29.22,9.89,3.27,point_1,21.25,-17.0,ESH
1988-13,44.52,0.0,0.19,0.19,0.13,0.13,101.31,10.04,64.81,21.61,13.36,38.32,9.89,4.93,point_1,21.25,-17.0,ESH
1989-01,36.55,0.0,0.19,0.18,0.1,0.01,101.74,5.41,45.61,17.82,4.32,28.04,9.63,4.17,point_1,21.25,-17.0,ESH
1989-02,44.53,0.0,0.18,0.18,0.1,0.04,101.6,8.1,63.55,18.94,10.57,30.45,13.72,4.94,point_1,21.25,-17.0,ESH
1989-03,42.14,0.0,0.18,0.18,0.09,0.01,101.24,8.62,63.68,20.26,11.35,33.06,13.83,4.82,point_1,21.25,-17.0,ESH
1989-04,51.82,0.0,0.18,0.18,0.09,0.0,101.33,8.7,66.25,19.68,11.72,33.86,14.07,6.34,point_1,21.25,-17.0,ESH
1989-05,41.56,0.0,0.18,0.18,0.08,0.0,101.32,9.82,67.46,21.33,13.58,35.32,14.73,5.81,point_1,21.25,-17.0,ESH
1989-06,50.12,0.0,0.18,0.18,0.08,0.02,101.28,10.97,64.87,23.68,15.41,36.03,17.57,6.17,point_1,21.25,-17.0,ESH
1989-07,39.41,0.0,0.18,0.18,0.1,0.02,101.13,12.61,66.83,25.45,17.54,39.7,19.21,5.42,point_1,21.25,-17.0,ESH
1989-08,43.83,0.0,0.18,0.18,0.11,0.15,100.99,14.01,69.47,26.18,19.32,37.27,19.17,4.7,point_1,21.25,-17.0,ESH
1989-09,37.83,0.0,0.18,0.18,0.11,0.01,101.03,12.92,70.13,24.73,18.04,35.62,19.98,5.79,point_1,21.25,-17.0,ESH
1989-10,38.22,0.0,0.18,0.18,0.11,0.03,101.24,11.71,67.71,24.04,16.26,38.0,17.96,4.43,point_1,21.25,-17.0,ESH
1989-11,44.35,0.0,0.18,0.18,0.1,0.01,101.32,10.34,71.04,20.94,14.38,33.95,15.08,3.65,point_1,21.25,-17.0,ESH
1989-12,32.82,0.0,0.18,0.18,0.12,0.12,101.5,9.57,68.05,20.29,12.98,31.35,13.62,3.46,point_1,21.25,-17.0,ESH
1989-13,41.93,0.0,0.18,0.18,0.1,0.04,101.31,10.23,65.39,21.94,13.79,39.7,9.63,4.98,point_1,21.25,-17.0,ESH
1990-01,38.4,0.0,0.18,0.18,0.15,0.64,101.85,6.19,53.73,17.03,6.36,25.3,9.55,4.81,point_1,21.25,-17.0,ESH
1990-02,47.05,0.0,0.2,0.2,0.17,0.03,101.49,6.82,48.37,20.94,7.84,30.86,12.71,3.75,point_1,21.25,-17.0,ESH
1990-03,61.26,0.0,0.19,0.19,0.13,0.34,101.37,7.86,52.76,22.09,9.58,33.92,14.51,4.16,point_1,21.25,-17.0,ESH
1990-04,42.84,0.0,0.2,0.19,0.15,0.04,101.32,8.95,64.82,20.27,12.09,35.05,14.35,5.58,point_1,21.25,-17.0,ESH
1990-05,33.43,0.0,0.19,0.19,0.11,0.0,101.32,10.52,71.86,20.94,14.83,30.51,15.53,5.73,point_1,21.25,-17.0,ESH
1990-06,52.8,0.0,0.19,0.18,0.12,0.05,101.31,11.42,71.78,22.3,16.16,35.61,17.28,6.59,point_1,21.25,-17.0,ESH
1990-07,43.84,0.0,0.19,0.18,0.12,0.11,101.05,12.81,71.0,24.34,17.89,36.97,18.33,5.39,point_1,21.25,-17.0,ESH
1990-08,40.5,0.0,0.19,0.19,0.15,0.23,101.08,14.22,72.14,25.76,19.54,39.63,20.86,4.57,point_1,21.25,-17.0,ESH
1990-09,50.64,0.0,0.19,0.18,0.13,0.04,101.15,13.18,69.44,25.21,18.37,36.58,20.34,6.09,point_1,21.25,-17.0,ESH
1990-10,51.86,0.0,0.19,0.18,0.12,0.03,101.26,12.06,68.07,24.17,16.78,35.75,18.05,5.4,point_1,21.25,-17.0,ESH
1990-11,53.58,0.0,0.18,0.18,0.1,0.01,101.42,9.83,65.32,21.38,13.11,33.46,14.29,4.01,point_1,21.25,-17.0,ESH
1990-12,48.78,0.0,0.18,0.18,0.14,0.14,101.6,8.38,62.14,19.39,10.75,30.35,11.34,4.17,point_1,21.25,-17.0,ESH
1990-13,47.08,0.0,0.19,0.18,0.13,0.14,101.35,10.19,64.29,21.99,13.61,39.63,9.55,5.02,point_1,21.25,-17.0,ESH
1991-01,54.29,0.0,0.19,0.18,0.12,0.08,101.62,6.72,53.49,18.48,7.4,29.58,11.2,3.73,point_1,21.25,-17.0,ESH
1991-02,36.96,0.0,0.2,0.2,0.18,0.65,101.7,7.74,64.02,18.17,9.87,30.44,11.05,4.99,point_1,21.25,-17.0,ESH
1991-03,32.9,0.0,0.2,0.19,0.16,0.01,101.42,8.89,68.68,19.19,12.1,32.44,13.04,5.26,point_1,21.25,-17.0,ESH
1991-04,56.15,0.0,0.19,0.18,0.11,0.01,101.31,8.98,64.55,20.72,12.19,35.35,14.63,5.45,point_1,21.25,-17.0,ESH
1991-05,33.62,0.0,0.18,0.18,0.09,0.0,101.23,9.4,65.03,21.19,12.77,36.51,14.87,5.89,point_1,21.25,-17.0,ESH
1991-06,38.81,0.0,0.18,0.18,0.09,0.02,101.23,11.13,68.67,22.84,15.63,38.5,17.36,6.2,point_1,21.25,-17.0,ESH
1991-07,36.3,0.0,0.18,0.18,0.09,0.01,101.13,12.56,71.19,23.99,17.57,35.58,18.4,6.2,point_1,21.25,-17.0,ESH
1991-08,43.94,0.0,0.19,0.19,0.14,1.23,101.04,13.78,73.62,24.88,19.08,38.03,19.54,5.54,point_1,21.25,-17.0,ESH
1991-09,35.06,0.0,0.22,0.21,0.19,0.06,101.21,13.2,70.01,25.19,18.37,37.89,19.43,5.41,point_1,21.25,-17.0,ESH
1991-10,28.64,0.0,0.2,0.2,0.17,0.04,101.32,11.78,68.52,23.68,16.5,34.8,17.33,4.55,point_1,21.25,-17.0,ESH
1991-11,34.08,0.0,0.2,0.19,0.12,0.02,101.47,8.18,54.21,22.02,10.6,34.66,14.09,4.03,point_1,21.25,-17.0,ESH
1991-12,58.93,0.0,0.26,0.25,0.26,2.12,101.48,8.67,62.61,19.5,11.36,28.19,10.18,3.7,point_1,21.25,-17.0,ESH
1991-13,40.81,0.0,0.2,0.19,0.14,0.35,101.35,10.09,65.38,21.65,13.62,38.5,10.18,5.08,point_1,21.25,-17.0,ESH
1992-01,27.66,0.0,0.25,0.24,0.24,0.02,101.44,7.08,55.91,18.6,8.51,29.06,9.37,3.08,point_1,21.25,-17.0,ESH
1992-02,49.24,0.0,0.24,0.23,0.22,0.08,101.59,9.14,70.11,18.95,12.66,29.43,12.96,5.03,point_1,21.25,-17.0,ESH
1992-03,25.56,0.0,0.22,0.21,0.18,0.01,101.51,7.4,55.08,20.11,9.12,31.07,13.57,5.32,point_1,21.25,-17.0,ESH
1992-04,52.41,0.0,0.21,0.2,0.14,0.01,101.32,9.3,68.92,19.94,12.74,33.87,13.33,5.17,point_1,21.25,-17.0,ESH
1992-05,64.55,0.0,0.2,0.19,0.13,0.06,101.23,10.8,72.93,20.99,15.23,30.58,16.47,6.01,point_1,21.25,-17.0,ESH
1992-06,44.14,0.0,0.19,0.19,0.11,0.02,101.37,10.5,66.7,22.43,14.76,34.26,16.63,6.7,point_1,21.25,-17.0,ESH
1992-07,34.37,0.0,0.19,0.18,0.11,0.1,101.17,12.51,73.05,23.45,17.51,34.54,17.78,5.96,point_1,21.25,-17.0,ESH
1992-08,29.57,0.0,0.19,0.18,0.12,0.01,101.11,12.88,70.47,24.68,17.99,37.53,19.37,5.76,point_1,21.25,-17.0,ESH
1992-09,40.32,0.0,0.19,0.18,0.13,0.18,101.12,12.3,65.52,25.3,17.16,39.35,19.22,5.56,point_1,21.25,-17.0,ESH
1992-10,31.44,0.0,0.19,0.18,0.11,0.0,101.4,11.55,69.84,22.97,16.07,37.76,16.17,4.94,point_1,21.25,-17.0,ESH
1992-11,46.43,0.0,0.18,0.18,0.09,0.02,101.48,6.45,41.63,21.88,6.9,31.97,13.71,4.31,point_1,21.25,-17.0,ESH
1992-12,30.1,0.0,0.18,0.18,0.09,0.01,101.56,8.12,65.41,18.35,10.55,28.34,12.45,4.35,point_1,21.25,-17.0,ESH
1992-13,39.65,0.0,0.2,0.19,0.14,0.04,101.36,9.84,64.63,21.47,13.27,39.35,9.37,5.18,point_1,21.25,-17.0,ESH
1993-01,49.67,0.0,0.18,0.18,0.11,0.08,101.76,5.37,43.64,18.17,4.33,28.65,10.63,4.34,point_1,21.25,-17.0,ESH
1993-02,26.02,0.0,0.18,0.18,0.1,0.01,101.55,7.72,63.46,18.27,9.68,29.71,11.29,4.51,point_1,21.25,-17.0,ESH
1993-03,40.89,0.0,0.18,0.18,0.09,0.01,101.45,8.95,67.57,19.67,12.08,35.64,12.97,4.95,point_1,21.25,-17.0,ESH
1993-04,50.3,0.0,0.18,0.18,0.09,0.02,101.19,9.62,68.37,20.61,13.28,37.07,14.31,5.51,point_1,21.25,-17.0,ESH
1993-05,52.89,0.0,0.19,0.19,0.15,0.32,101.34,10.31,70.98,20.74,14.52,29.55,14.04,5.98,point_1,21.25,-17.0,ESH
1993-06,33.74,0.0,0.18,0.18,0.11,0.0,101.27,10.82,66.91,22.91,15.21,34.93,16.85,6.75,point_1,21.25,-17.0,ESH
1993-07,43.1,0.0,0.18,0.18,0.1,0.01,101.07,12.59,71.91,23.86,17.61,38.04,18.08,5.61,point_1,21.25,-17.0,ESH
1993-08,43.31,0.0,0.18,0.18,0.14,0.3,101.11,13.0,69.7,24.94,18.13,35.94,19.05,5.6,point_1,21.25,-17.0,ESH
1993-09,39.56,0.0,0.19,0.19,0.17,0.48,101.28,12.06,67.24,24.34,16.91,35.8,18.03,5.81,point_1,21.25,-17.0,ESH
1993-10,35.35,0.0,0.19,0.19,0.15,0.18,101.27,10.96,68.48,22.7,15.38,37.29,15.92,4.91,point_1,21.25,-17.0,ESH
1993-11,41.15,0.0,0.19,0.19,0.15,0.1,101.46,9.16,66.56,19.67,12.25,27.86,12.02,4.76,point_1,21.25,-17.0,ESH
1993-12,39.82,0.0,0.19,0.19,0.12,0.02,101.62,6.54,54.11,17.84,7.15,26.93,10.81,4.68,point_1,21.25,-17.0,ESH
1993-13,41.32,0.0,0.18,0.18,0.12,0.13,101.37,9.76,64.91,21.14,13.04,38.04,10.63,5.28,point_1,21.25,-17.0,ESH
1994-01,25.45,0.0,0.19,0.18,0.11,0.03,101.71,5.66,49.45,17.18,5.12,28.54,8.66,4.75,point_1,21.25,-17.0,ESH
1994-02,30.01,0.0,0.19,0.18,0.1,0.02,101.62,6.61,54.32,18.52,6.99,30.7,10.46,4.69,point_1,21.25,-17.0,ESH
1994-03,27.55,0.0,0.18,0.18,0.09,0.01,101.47,8.42,67.31,18.95,11.13,32.53,12.91,5.67,point_1,21.25,-17.0,ESH
1994-04,52.05,0.0,0.18,0.18,0.09,0.07,101.24,8.9,60.99,21.6,11.66,35.24,14.36,4.41,point_1,21.25,-17.0,ESH
1994-05,37.8,0.0,0.18,0.18,0.12,0.02,101.28,10.46,72.58,20.62,14.69,29.81,14.4,6.38,point_1,21.25,-17.0,ESH
1994-06,32.86,0.0,0.18,0.18,0.1,0.0,101.18,10.93,67.7,22.92,15.32,37.6,17.39,6.58,point_1,21.25,-17.0,ESH
1994-07,35.85,0.0,0.18,0.18,0.1,0.02,101.02,12.98,73.65,23.9,18.1,38.85,18.76,4.83,point_1,21.25,-17.0,ESH
1994-08,36.81,0.0,0.18,0.18,0.11,0.08,101.01,13.23,71.12,24.84,18.41,38.99,19.42,5.41,point_1,21.25,-17.0,ESH
1994-09,41.0,0.0,0.18,0.18,0.13,0.1,101.04,12.43,67.81,24.72,17.41,37.7,18.74,5.37,point_1,21.25,-17.0,ESH
1994-10,26.02,0.0,0.18,0.18,0.11,0.02,101.25,11.59,68.65,23.43,16.31,34.6,16.53,4.88,point_1,21.25,-17.0,ESH
